100,500
150,500
200,500
250,500
300,500
330,560
310,625
260,625
210,625
180,625
150,680
170,745
220,745
270,745
320,745
370,745
400,745
440,680
440,630
440,590
440,560
490,500
540,560
540,610
540,660
540,700
580,745
630,745
680,745
705,745
745,680
725,630
670,630
645,570
690,505
740,505
800,505
850,570
850,620
850,670
850,715
900,740
950,700
950,650
950,600
950,550
950,500
